times 	 signal 	 freqs 	 dft
394.0000000000	0.0262253273	0.0091203704	3.9304215583
395.0000000000	0.0182253273	0.0091435185	2.4803240717
396.0000000000	0.0052253273	0.0091666667	8.9968396053
397.0000000000	-0.0077746727	0.0091898148	1.5832657655
398.0000000000	-0.0227746727	0.0092129630	5.4560417859
399.0000000000	-0.0267746727	0.0092361111	4.8845786870
400.0000000000	-0.0187746727	0.0092592593	2.6725555815
401.0000000000	-0.0057746727	0.0092824074	4.8979341679
402.0000000000	0.0152253273	0.0093055556	4.5696417113
403.0000000000	0.0242253273	0.0093287037	3.3962297650
404.0000000000	0.0212253273	0.0093518519	5.8280396278
405.0000000000	0.0032253273	0.0093750000	7.2426648863
406.0000000000	-0.0187746727	0.0093981481	2.3708829844
407.0000000000	-0.0367746727	0.0094212963	12.7639870518
408.0000000000	-0.0507746727	0.0094444444	6.4293479561
409.0000000000	-0.0477746727	0.0094675926	4.4071919221
410.0000000000	-0.0277746727	0.0094907407	7.6992712745
411.0000000000	-0.0057746727	0.0095138889	7.0907757038
412.0000000000	0.0182253273	0.0095370370	5.1695945157
413.0000000000	0.0222253273	0.0095601852	3.6482842475
414.0000000000	0.0112253273	0.0095833333	1.9337957025
415.0000000000	-0.0147746727	0.0096064815	9.5121458594
416.0000000000	-0.0377746727	0.0096296296	5.7292589081
417.0000000000	-0.0527746727	0.0096527778	5.3049525645
418.0000000000	-0.0547746727	0.0096759259	1.3451754902
419.0000000000	-0.0397746727	0.0096990741	0.5241189524
420.0000000000	-0.0087746727	0.0097222222	2.5091064387
421.0000000000	0.0122253273	0.0097453704	3.9816163188
422.0000000000	0.0332253273	0.0097685185	5.4500574184
423.0000000000	0.0312253273	0.0097916667	5.0788986897
424.0000000000	0.0112253273	0.0098148148	5.5283251938
425.0000000000	-0.0217746727	0.0098379630	4.0475648961
426.0000000000	-0.0507746727	0.0098611111	4.2583079577
427.0000000000	-0.0697746727	0.0098842593	4.6672808735
428.0000000000	-0.0727746727	0.0099074074	3.2789816166
429.0000000000	-0.0637746727	0.0099305556	4.3749294639
430.0000000000	-0.0347746727	0.0099537037	5.4786672226
431.0000000000	-0.0057746727	0.0099768519	6.1207212522
432.0000000000	0.0182253273	0.0100000000	2.9294637074
433.0000000000	0.0222253273	0.0100231481	0.5870418623
434.0000000000	0.0072253273	0.0100462963	3.3907798511
435.0000000000	-0.0267746727	0.0100694444	5.1814503740
436.0000000000	-0.0627746727	0.0100925926	5.4646531817
437.0000000000	-0.0917746727	0.0101157407	1.9179840690
438.0000000000	-0.0947746727	0.0101388889	3.4830229843
439.0000000000	-0.0837746727	0.0101620370	6.0699514941
440.0000000000	-0.0507746727	0.0101851852	6.2553012463
441.0000000000	-0.0237746727	0.0102083333	7.7562579692
442.0000000000	0.0022253273	0.0102314815	3.4092302851
443.0000000000	0.0112253273	0.0102546296	3.8064139943
444.0000000000	-0.0007746727	0.0102777778	2.9570237105
445.0000000000	-0.0237746727	0.0103009259	4.4149744396
446.0000000000	-0.0487746727	0.0103240741	3.2380265398
447.0000000000	-0.0717746727	0.0103472222	3.7808241021
448.0000000000	-0.0737746727	0.0103703704	5.1434950939
449.0000000000	-0.0627746727	0.0103935185	3.8520278489
450.0000000000	-0.0417746727	0.0104166667	1.9547645371
451.0000000000	-0.0267746727	0.0104398148	2.4206778862
452.0000000000	-0.0257746727	0.0104629630	13.6331878257
453.0000000000	-0.0347746727	0.0104861111	7.1762735787
454.0000000000	-0.0487746727	0.0105092593	3.2638316165
455.0000000000	-0.0637746727	0.0105324074	2.9655864791
456.0000000000	-0.0717746727	0.0105555556	3.2657373945
457.0000000000	-0.0717746727	0.0105787037	4.6538764021
458.0000000000	-0.0637746727	0.0106018519	0.6209884374
459.0000000000	-0.0507746727	0.0106250000	3.4047580379
460.0000000000	-0.0277746727	0.0106481481	9.2298864633
461.0000000000	-0.0127746727	0.0106712963	2.2859931543
462.0000000000	-0.0077746727	0.0106944444	4.5988718654
463.0000000000	-0.0207746727	0.0107175926	4.7620804358
464.0000000000	-0.0357746727	0.0107407407	4.8994065328
465.0000000000	-0.0627746727	0.0107638889	2.8817551458
466.0000000000	-0.0827746727	0.0107870370	4.0688080467
467.0000000000	-0.0897746727	0.0108101852	2.3726087479
468.0000000000	-0.0847746727	0.0108333333	5.4757050702
469.0000000000	-0.0707746727	0.0108564815	3.7526971077
470.0000000000	-0.0527746727	0.0108796296	2.4197308094
471.0000000000	-0.0357746727	0.0109027778	3.2848355641
472.0000000000	-0.0297746727	0.0109259259	8.0158260131
473.0000000000	-0.0317746727	0.0109490741	9.9433159476
474.0000000000	-0.0447746727	0.0109722222	3.2296540039
475.0000000000	-0.0617746727	0.0109953704	2.1053421387
476.0000000000	-0.0667746727	0.0110185185	1.3812608503
477.0000000000	-0.0757746727	0.0110416667	5.5292785236
478.0000000000	-0.0687746727	0.0110648148	3.6786522239
479.0000000000	-0.0567746727	0.0110879630	7.3236478758
480.0000000000	-0.0437746727	0.0111111111	5.9829125039
481.0000000000	-0.0377746727	0.0111342593	2.3870408118
482.0000000000	-0.0417746727	0.0111574074	8.1682440757
483.0000000000	-0.0527746727	0.0111805556	5.1447326445
484.0000000000	-0.0697746727	0.0112037037	4.7312919606
485.0000000000	-0.0827746727	0.0112268519	6.3133720308
486.0000000000	-0.0857746727	0.0112500000	4.0814523830
487.0000000000	-0.0827746727	0.0112731481	4.5096117740
488.0000000000	-0.0717746727	0.0112962963	5.7324920680
489.0000000000	-0.0507746727	0.0113194444	5.0631400532
490.0000000000	-0.0407746727	0.0113425926	2.2496987315
491.0000000000	-0.0347746727	0.0113657407	4.0678186030
